response_id,panelist_id,survey_status,progress_pct,start_time_bst,end_time_bst,duration_sec,device_type,browser_family,traffic_source,ip_hash,browser_fingerprint,age,age_band,gender,region,urbanicity,employment_status,household_income,children_u18,s1_ordered_delivery_3m,q1_orders_past_30d,q2_last_order,q3_primary_service,q4_overall_satisfaction,q5_likelihood_reorder,q6_nps,q7_delivery_speed,q7_order_accuracy,q7_food_quality,q7_value_for_money,q7_app_ease,q7_service_selection,q7_customer_support,q7_promotions,q8_attention_check,q9_delivery_fee_reasonableness,q10_last_order_spend_gbp,q11_problem_last_order,q12_problem_type,q13_contacted_support,q14_support_resolution,q15_subscription_member,q16_open_end,page_screener_sec,page_usage_sec,page_experience_sec,page_grid_sec,page_demographics_sec,page_open_end_sec
R00639,P100639,Complete,100,2026-07-19T10:28:01+01:00,2026-07-19T10:36:21+01:00,500,Desktop,Edge,Panel A,32d0fc81e742,f3c618846444,24,18-24,Man,West Midlands,Urban,Self-employed,"£75,000-£99,999",No,Yes,0,Today,Other,5,6,5,5,5,5,4,6,6,6,4,3,4,36.57,No,,,,No,Make service charges easier to understand before checkout.,41.3,74.0,76.4,97.0,39.6,95.5
R00640,P100640,Complete,100,2026-07-08T17:01:22+01:00,2026-07-08T17:10:34+01:00,552,Tablet,Safari,Panel A,16d86f562062,0821fe6c8585,64,55-64,Man,North West,Suburban,Employed full-time,"£75,000-£99,999",Yes,Yes,2-3,8-30 days ago,QuickBite,7,7,10,6,7,6,7,7,6,7,7,3,7,29.7,No,,,,No,Reduce minimum order values.,32.3,61.0,96.2,100.6,56.5,93.5
R00641,P100641,Complete,100,2026-07-08T04:26:29+01:00,2026-07-08T04:34:29+01:00,480,Mobile,Safari,Panel B,0da3e4022e18,703152fa40a3,57,55-64,Woman,West Midlands,Suburban,Student,"£50,000-£74,999",No,Yes,4-5,Past week,QuickBite,4,4,3,5,5,3,3,5,4,3,3,3,2,26.32,Yes,Missing or incorrect items,No,,No,Fewer missing items and clearer substitutions.,33.1,80.7,150.6,38.5,63.0,50.5
R00642,P100642,Complete,100,2026-07-20T03:14:40+01:00,2026-07-20T03:25:41+01:00,661,Mobile,Chrome,Panel C,2f81bc3227c4,be591d1d438a,62,55-64,Woman,East of England,Rural,Retired,"£75,000-£99,999",Yes,Yes,0,8-30 days ago,Restaurant direct,4,3,4,4,6,3,2,6,4,5,4,3,5,36.53,No,,,,No,Show unavailable items before I start ordering.,45.6,88.7,117.4,200.1,47.8,92.5
R00643,P100643,Complete,100,2026-07-12T05:55:10+01:00,2026-07-12T06:04:04+01:00,534,Mobile,Firefox,Panel C,a3af9ca60e44,2b5ed875a770,59,55-64,Woman,North West,Urban,Employed part-time,"£50,000-£74,999",Yes,Yes,2-3,8-30 days ago,QuickBite,5,5,5,7,4,5,4,6,5,6,5,3,4,20.49,No,,,,No,Fewer missing items and clearer substitutions.,43.1,77.8,81.5,154.8,87.1,52.7
R00644,P100644,Complete,100,2026-07-15T17:17:47+01:00,2026-07-15T17:27:52+01:00,605,Tablet,Chrome,Panel A,e139fb03e192,2bc4ef7ea009,55,55-64,Woman,London,Suburban,Employed part-time,"£20,000-£34,999",Yes,Yes,0,31-90 days ago,FoodGo,6,5,7,6,5,4,5,4,5,5,5,3,5,30.78,No,,,,No,Nothing major; the service generally works well for me.,61.4,78.1,132.6,101.6,84.5,99.6
R00645,P100645,Complete,100,2026-07-15T21:41:15+01:00,2026-07-15T21:51:34+01:00,619,Mobile,Edge,Panel B,efbb2be4bac7,a4810d734453,47,45-54,Man,Yorkshire and the Humber,Urban,Retired,"£35,000-£49,999",No,Yes,6-9,Past week,QuickBite,6,7,10,4,4,4,4,4,4,4,4,3,5,15.56,No,,,,No,Better tracking when the driver is close.,40.4,59.0,111.4,175.6,92.1,70.2
R00646,P100646,Complete,100,2026-07-16T05:38:50+01:00,2026-07-16T05:47:01+01:00,491,Desktop,Chrome,Panel A,395b204c7ba4,e5b8a226c399,33,25-34,Woman,Yorkshire and the Humber,Urban,Employed full-time,"Under £20,000",No,Yes,2-3,Past week,QuickBite,6,6,8,6,7,6,6,7,5,5,6,3,5,24.85,No,,,,No,Nothing major; the service generally works well for me.,28.5,41.2,114.2,96.6,89.7,62.8
R00647,P100647,Complete,100,2026-07-17T04:11:32+01:00,2026-07-17T04:19:40+01:00,488,Mobile,Firefox,Panel B,372747dad86f,c2e77b52b379,52,45-54,Man,South West,Suburban,Employed part-time,"£35,000-£49,999",Yes,Yes,0,8-30 days ago,FoodGo,5,6,7,5,3,6,6,6,5,6,5,3,6,27.16,No,,,,No,Show unavailable items before I start ordering.,47.9,84.0,88.8,79.4,76.0,53.9
R00648,P100648,Complete,100,2026-07-14T16:41:25+01:00,2026-07-14T16:50:43+01:00,558,Desktop,Edge,Panel B,b3f4011ccda4,8451941a0823,33,25-34,Man,Wales,Urban,Employed full-time,Prefer not to say,No,Yes,2-3,Past week,Restaurant direct,6,6,8,4,4,4,4,4,4,4,4,3,4,21.75,No,,,,No,Faster refunds when something goes wrong.,36.4,96.0,90.1,127.0,114.6,18
R00649,P100649,Complete,100,2026-07-08T19:13:30+01:00,2026-07-08T19:22:39+01:00,549,Mobile,Chrome,Panel B,f6f56fef3991,306652984c28,23,18-24,Woman,South East,Urban,Employed full-time,"Under £20,000",Yes,Yes,0,31-90 days ago,FoodGo,5,4,6,6,6,5,3,4,5,4,3,3,6,26.65,No,,,,Yes,Better loyalty rewards.,50.7,43.6,103.1,154.5,67.1,39.4
R00650,P100650,Complete,100,2026-07-18T04:34:10+01:00,2026-07-18T04:43:03+01:00,533,Mobile,Firefox,Panel A,b44996880384,8a459ec24b42,52,45-54,Man,London,Suburban,Employed full-time,"£50,000-£74,999",No,Yes,6-9,Past week,MealDash,3,5,3,4,3,3,3,3,3,4,4,3,3,20.79,Yes,Late delivery,Yes,5,No,Reduce minimum order values.,71.1,60.9,123.3,99.2,84.7,68.9
R00651,P100651,Complete,100,2026-07-17T01:18:00+01:00,2026-07-17T01:19:26+01:00,86,Mobile,Safari,Panel A,8fface3a14a2,0e108e63c99a,60,55-64,Woman,London,Rural,Employed part-time,"£20,000-£34,999",No,Yes,2-3,Past week,Restaurant direct,5,6,6,5,6,5,6,6,7,5,4,3,6,29.99,No,,,,No,qwerty,3,5.5,17.2,10.2,27.5,13.7
R00652,P100652,Complete,100,2026-07-11T23:23:52+01:00,2026-07-11T23:33:00+01:00,548,Mobile,Chrome,Panel A,c5af91518c48,48d1e3ed03ef,25,25-34,Man,North East,Urban,Employed full-time,"£100,000+",No,Yes,4-5,Past week,QuickBite,5,5,7,6,6,4,4,5,6,3,5,3,5,53.08,No,,,,Yes,More environmentally friendly packaging options.,80.5,64.8,126.2,87.1,86.3,52.8
R00653,P100653,Complete,100,2026-07-15T10:26:04+01:00,2026-07-15T10:35:15+01:00,551,Mobile,Chrome,Panel C,8339a8077172,a72d69db193b,59,55-64,Man,South East,Rural,Not currently employed,"£50,000-£74,999",No,Yes,0,31-90 days ago,FoodGo,6,6,7,7,7,7,5,7,6,6,6,3,5,31.07,No,,,,No,Lower prices overall.,50.9,66.8,87.9,181.9,90.6,35.2
R00654,P100654,Complete,100,2026-07-17T19:44:46+01:00,2026-07-17T19:54:26+01:00,580,Desktop,Safari,Panel B,da68bcf38a55,3af347bb3e95,44,35-44,Woman,East of England,Rural,Employed part-time,"£35,000-£49,999",No,Yes,0,31-90 days ago,FoodGo,5,5,5,4,5,4,5,2,5,4,4,3,3,25.69,No,,,,No,Better tracking when the driver is close.,30.8,68.2,88.8,155.7,75.7,110.7
R00655,P100655,Complete,100,2026-07-13T18:27:03+01:00,2026-07-13T18:35:37+01:00,514,Mobile,Chrome,Panel A,87f0d182ad03,252e1cb0eb86,29,25-34,Man,South East,Suburban,Not currently employed,"£20,000-£34,999",No,Yes,0,31-90 days ago,Restaurant direct,6,6,9,6,7,7,7,7,6,7,5,3,4,18.78,No,,,,No,Nothing major; the service generally works well for me.,43.1,81.8,68.6,55.5,110.3,102.1
R00656,P100656,Complete,100,2026-07-15T06:54:27+01:00,2026-07-15T07:03:32+01:00,545,Mobile,Chrome,Panel B,b398c4551ac7,f507ec3ebc29,37,35-44,Woman,London,Suburban,Employed part-time,"£50,000-£74,999",No,Yes,0,8-30 days ago,Restaurant direct,6,7,6,6,6,5,4,6,6,6,6,3,6,14.49,Yes,Driver or handoff issue,Yes,4,No,Nothing major; the service generally works well for me.,41.7,83.9,106.9,98.9,54.3,79.5
R00657,P100657,Complete,100,2026-07-15T07:49:35+01:00,2026-07-15T07:57:09+01:00,454,Mobile,Chrome,Panel B,b7a099351316,a52a125944f1,63,55-64,Man,Wales,Urban,Retired,"£35,000-£49,999",Yes,Yes,6-9,Today,FoodGo,5,5,8,5,5,4,5,6,5,5,5,3,4,18.25,No,,,,Yes,Lower prices overall.,43.2,62.3,88.6,149.3,30.2,19.4
R00658,P100658,Complete,100,2026-07-09T13:58:23+01:00,2026-07-09T14:07:05+01:00,522,Mobile,Firefox,Panel A,b3ef1991d845,9d7e5a563bf7,23,18-24,Woman,North West,Rural,Employed full-time,"£75,000-£99,999",No,Yes,2-3,Past week,QuickBite,5,6,7,5,5,4,4,4,6,3,3,3,4,15.98,No,,,,Yes,Better tracking when the driver is close.,44.9,56.9,98.3,149.6,66.9,67.9
R00659,P100659,Complete,100,2026-07-08T17:09:13+01:00,2026-07-08T17:17:35+01:00,502,Desktop,Safari,Panel A,5100ef523988,d5958e470878,28,25-34,Man,West Midlands,Urban,Student,"£35,000-£49,999",No,Yes,10+,Past week,QuickBite,6,7,9,7,7,5,5,7,6,6,6,3,7,37.95,No,,,,No,"Better offers for existing customers, not just new users.",43.0,69.2,86.4,101.7,70.3,56.4
R00660,P100660,Complete,100,2026-07-07T00:54:40+01:00,2026-07-07T01:03:26+01:00,526,Mobile,Chrome,Panel A,255c52aecf96,0269089aa006,18,18-24,Woman,West Midlands,Rural,Employed full-time,"£75,000-£99,999",Yes,Yes,1,8-30 days ago,QuickBite,5,7,7,6,3,5,5,4,4,7,5,3,4,45.05,Yes,Payment or refund issue,No,,No,Make service charges easier to understand before checkout.,23.2,41.1,89.1,122.8,71.6,139.6
R00661,P100661,Complete,100,2026-07-09T17:46:17+01:00,2026-07-09T17:55:48+01:00,571,Mobile,Chrome,Panel A,916a6617fa2c,91ef48c246e1,28,25-34,Man,London,Rural,Retired,"£35,000-£49,999",Yes,Yes,2-3,Past week,QuickBite,5,5,7,5,6,4,3,6,5,6,3,3,4,27.94,No,,,,No,More environmentally friendly packaging options.,44.8,67.8,79.5,172.9,53.5,111.7
R00662,P100662,Complete,100,2026-07-10T15:45:32+01:00,2026-07-10T15:55:07+01:00,575,Mobile,Safari,Panel C,9b0664e5e474,59094c37774f,46,45-54,Woman,West Midlands,Rural,Employed full-time,"£20,000-£34,999",No,Yes,1,8-30 days ago,MealDash,5,5,8,4,6,4,4,4,5,6,6,3,6,16.74,No,,,,No,Improve the accuracy of map tracking.,28.8,92.0,64.6,166.6,35.9,108.3
R00663,P100663,Complete,100,2026-07-08T23:52:27+01:00,2026-07-09T00:01:06+01:00,519,Desktop,Safari,Panel C,314737834d43,e5c9a29d7dfa,56,55-64,Man,South West,Urban,Employed part-time,"£50,000-£74,999",Yes,Yes,1,Past week,MealDash,5,6,5,5,5,5,5,5,5,5,5,3,6,51.77,No,,,,No,More environmentally friendly packaging options.,18,67.4,108.9,122.1,72.3,53.7
R00664,P100664,Complete,100,2026-07-17T18:16:21+01:00,2026-07-17T18:27:02+01:00,641,Mobile,Firefox,Panel B,05634f791359,28146509e21d,53,45-54,Man,North West,Suburban,Student,"£50,000-£74,999",No,Yes,6-9,Past week,QuickBite,5,3,5,3,5,6,4,5,6,5,4,3,3,21.81,No,,,,No,Show unavailable items before I start ordering.,43.3,95.5,102.9,78.3,132.9,85.0
R00665,P100665,Complete,100,2026-07-15T22:55:16+01:00,2026-07-15T23:05:21+01:00,605,Mobile,Safari,Panel B,716b5fee5c50,1c370d97dcbf,29,25-34,Woman,London,Urban,Employed full-time,"Under £20,000",No,Yes,6-9,Today,QuickBite,6,5,8,5,6,7,5,7,7,5,5,3,4,27.86,No,,,,Yes,Lower prices overall.,43.5,83.3,127.0,84.9,126.8,73.8
R00666,P100666,Complete,100,2026-07-20T19:08:45+01:00,2026-07-20T19:17:56+01:00,551,Mobile,Safari,Panel A,1177b5e16be0,be16e89fed0f,19,18-24,Man,Scotland,Urban,Employed full-time,"£20,000-£34,999",No,Yes,2-3,Past week,Restaurant direct,6,5,9,7,5,7,4,7,6,5,6,3,6,30.14,Yes,Driver or handoff issue,Yes,6,Yes,More consistent delivery times at weekends.,56.4,92.1,102.9,114.8,98.4,19.4
R00667,P100667,Complete,100,2026-07-20T15:47:02+01:00,2026-07-20T15:58:19+01:00,677,Tablet,Safari,Panel A,af0e51e5727a,92e658026622,44,35-44,Man,London,Suburban,Employed part-time,Prefer not to say,No,Yes,6-9,Past week,MealDash,5,4,6,4,6,6,4,5,5,5,5,3,4,21.07,No,,,,No,Improve the accuracy of map tracking.,47.8,83.7,152.8,138.6,68.0,111.3
R00668,P100668,Complete,100,2026-07-19T19:22:57+01:00,2026-07-19T19:32:56+01:00,599,Desktop,Edge,Panel A,da5503e61db5,8846e5901b46,34,25-34,Man,West Midlands,Urban,Employed full-time,"£50,000-£74,999",Yes,Yes,10+,Today,MealDash,3,3,3,3,2,5,4,3,2,3,3,3,3,63.26,Yes,Late delivery,No,,No,Reduce minimum order values.,37.4,109.6,108.4,124.2,85.4,64.0
R00669,P100669,Complete,100,2026-07-13T07:10:09+01:00,2026-07-13T07:19:59+01:00,590,Mobile,Chrome,Panel A,d2fd8a0b0fba,c2136d25ed91,42,35-44,Woman,North West,Suburban,Employed full-time,"£20,000-£34,999",Yes,Yes,1,Past week,QuickBite,6,7,8,6,7,5,5,7,5,5,7,3,5,120,No,,,,No,"Better offers for existing customers, not just new users.",19.4,80.6,143.9,131.9,93.9,73.4
R00670,P100670,Complete,100,2026-07-06T14:11:33+01:00,2026-07-06T14:19:21+01:00,468,Mobile,Firefox,Panel A,c7601dc3c365,aa45abb6115b,44,35-44,Woman,West Midlands,Urban,Employed full-time,"£50,000-£74,999",No,Yes,6-9,Past week,QuickBite,4,4,6,4,3,3,5,5,3,3,5,3,4,36.35,No,,,,No,More environmentally friendly packaging options.,57.1,40.0,40.8,117.1,45.9,77.1
R00671,P100671,Complete,100,2026-07-20T14:10:49+01:00,2026-07-20T14:17:52+01:00,423,Mobile,Edge,Panel B,87b1c2dabeb2,efb4f51f1252,40,35-44,Woman,West Midlands,Urban,Employed part-time,"Under £20,000",No,Yes,0,31-90 days ago,QuickBite,5,6,6,5,5,5,5,5,7,5,4,3,4,41.04,No,,,,No,Let customers edit an order for a short time after placing it.,32.7,89.1,74.1,80.8,78.3,38.4
R00672,P100672,Complete,100,2026-07-20T18:50:56+01:00,2026-07-20T19:01:24+01:00,628,Mobile,Safari,Panel B,eef4d3675801,7ec82cc7a84a,67,65-74,Man,West Midlands,Urban,Employed full-time,"£50,000-£74,999",No,Yes,2-3,Past week,FoodGo,5,4,4,5,5,5,4,5,6,4,5,3,3,38.59,Yes,Late delivery,No,,No,More environmentally friendly packaging options.,63.2,61.8,107.9,156.7,82.2,75.8
R00673,P100673,Complete,100,2026-07-19T01:39:13+01:00,2026-07-19T01:47:52+01:00,519,Mobile,Chrome,Panel A,6d29f9ac7142,823411970834,46,45-54,Woman,Yorkshire and the Humber,Rural,Employed part-time,"£50,000-£74,999",No,Yes,1,Past week,MealDash,5,6,8,6,6,5,4,5,5,4,5,3,5,16.41,No,,,,Yes,Improve food temperature on longer deliveries.,39.1,82.1,120.9,95.2,95.0,24.9
R00674,P100674,Complete,100,2026-07-20T01:58:20+01:00,2026-07-20T02:04:15+01:00,355,Mobile,Firefox,Panel C,71a3dd9a59df,64a816ff736e,50,45-54,Woman,West Midlands,Suburban,Retired,"£50,000-£74,999",Yes,Yes,4-5,Past week,FoodGo,5,5,5,5,6,4,3,5,4,5,5,3,6,28.0,No,,,,Yes,More accurate delivery time estimates.,41.4,55.7,107.4,49.0,30.2,24.0
R00675,P100675,Complete,100,2026-07-10T04:41:47+01:00,2026-07-10T04:51:53+01:00,606,Mobile,Safari,Panel A,6982b7172608,0963584934ad,56,55-64,Woman,London,Urban,Employed full-time,"£35,000-£49,999",Yes,Yes,1,Past week,QuickBite,5,5,6,5,4,3,5,6,5,4,4,3,4,31.04,No,,,,Yes,Better loyalty rewards.,51.6,62.7,136.1,175.7,50.1,74.3
R00676,P100676,Complete,100,2026-07-17T15:37:23+01:00,2026-07-17T15:44:55+01:00,452,Desktop,Chrome,Panel B,4ed9ce994f13,a3ec8b682c5f,44,35-44,Woman,North East,Urban,Employed full-time,"Under £20,000",Yes,Yes,4-5,Past week,FoodGo,6,6,6,7,4,7,5,7,5,5,5,3,5,50.34,No,,,,Yes,qwerty,40.2,42.0,86.8,78.9,85.0,62.3
R00677,P100677,Complete,100,2026-07-15T10:23:34+01:00,2026-07-15T10:25:32+01:00,118,Mobile,Safari,Panel B,5ee99314413a,90afa4c3bb7c,46,45-54,Woman,South East,Rural,Student,"Under £20,000",No,Yes,4-5,Today,FoodGo,4,4,5,3,4,4,2,4,5,5,4,3,3,19.91,Yes,Other,No,,No,More responsive customer support.,44.2,29.4,12.0,16.0,4.1,3
R00678,P100678,Complete,100,2026-07-13T17:31:12+01:00,2026-07-13T17:40:59+01:00,587,Mobile,Safari,Panel B,81f834729802,420e6c60095d,31,25-34,Woman,Yorkshire and the Humber,Urban,Employed part-time,"£75,000-£99,999",No,Yes,10+,Past week,QuickBite,5,5,6,4,6,4,4,4,4,4,5,3,4,34.17,No,,,,No,Show unavailable items before I start ordering.,62.6,102.6,96.8,119.4,86.9,82.3
R00679,P100679,Complete,100,2026-07-20T08:39:50+01:00,2026-07-20T08:49:46+01:00,596,Mobile,Safari,Panel A,8b966d7fc37d,fada6d1e9986,26,25-34,Man,North West,Urban,Not currently employed,"£35,000-£49,999",Yes,Yes,6-9,Today,Other,5,6,8,5,5,5,5,5,5,6,4,3,6,45.04,No,,,,No,Show unavailable items before I start ordering.,69.4,96.3,122.4,105.6,42.2,78.6
R00680,P100680,Complete,100,2026-07-11T22:01:30+01:00,2026-07-11T22:12:56+01:00,686,Mobile,Safari,Panel B,0dc2d005ff78,d2795ebf5aa4,27,25-34,Man,South West,Suburban,Employed full-time,"£35,000-£49,999",Yes,Yes,4-5,Past week,MealDash,4,4,5,4,4,4,2,5,1,3,3,3,3,26.57,Yes,Late delivery,No,,No,Faster refunds when something goes wrong.,49.1,76.3,146.3,161.5,111.6,75.6
R00681,P100681,Complete,100,2026-07-15T04:53:17+01:00,2026-07-15T05:01:00+01:00,463,Tablet,Safari,Panel C,154933f7fc38,758c92b2e97a,53,45-54,Man,East of England,Suburban,Employed full-time,"£20,000-£34,999",No,Yes,2-3,8-30 days ago,MealDash,4,5,4,5,4,5,5,5,4,3,4,3,2,37.13,Yes,Payment or refund issue,No,,No,More restaurant choice in my area.,37.0,73.2,84.1,100.8,76.7,33.3
R00682,P100682,Complete,100,2026-07-12T09:33:24+01:00,2026-07-12T09:41:17+01:00,473,Mobile,Chrome,Panel A,dc4d90235e7e,7303cdb4506f,20,18-24,Man,South East,Suburban,Employed full-time,"£50,000-£74,999",Yes,Yes,4-5,Past week,MealDash,5,4,7,4,7,5,4,5,5,5,3,3,5,27.84,No,,,,No,Faster refunds when something goes wrong.,54.8,70.2,64.4,122.9,80.0,19.4
R00683,P100683,Complete,100,2026-07-17T15:29:36+01:00,2026-07-17T15:39:32+01:00,596,Mobile,Chrome,Panel A,d49ae8d6830e,1db6e3249a1a,46,45-54,Woman,Scotland,Urban,Employed full-time,Prefer not to say,Yes,Yes,0,31-90 days ago,QuickBite,7,6,8,7,7,6,6,6,7,7,7,3,6,12.39,No,,,,No,Nothing major; the service generally works well for me.,63.3,71.5,90.8,95.8,75.7,92.5
R00684,P100684,Complete,100,2026-07-18T02:19:07+01:00,2026-07-18T02:29:00+01:00,593,Desktop,Chrome,Panel A,70ef7060c4d8,fa1d21da78d9,46,45-54,Woman,Scotland,Urban,Self-employed,Prefer not to say,No,Yes,6-9,Past week,Restaurant direct,5,5,8,5,4,4,5,5,5,6,5,3,6,27.56,No,,,,No,Reduce minimum order values.,53.1,113.7,118.1,65.2,100.1,80.1
R00685,P100685,Complete,100,2026-07-13T07:03:57+01:00,2026-07-13T07:11:55+01:00,478,Mobile,Chrome,Panel B,a743fdd629f1,da9ea1da376c,67,65-74,Woman,Scotland,Suburban,Retired,"£35,000-£49,999",Yes,Yes,1,8-30 days ago,FoodGo,6,6,6,7,7,7,6,7,6,7,5,3,6,30.14,No,,,,No,Show unavailable items before I start ordering.,38.5,61.0,137.6,81.0,62.9,25.9
R00686,P100686,Complete,100,2026-07-11T21:33:03+01:00,2026-07-11T21:42:03+01:00,540,Mobile,Other,Panel C,f3fad0ebbf07,e0f70cff4c15,34,25-34,Man,East Midlands,Suburban,Not currently employed,"£50,000-£74,999",Yes,Yes,2-3,Past week,QuickBite,7,7,10,7,7,7,7,6,6,7,7,3,6,48.28,No,,,,No,Lower prices overall.,24.7,30.9,101.9,112.5,70.3,116.1
R00687,P100687,Complete,100,2026-07-08T10:12:24+01:00,2026-07-08T10:22:05+01:00,581,Mobile,Safari,Panel C,6053699f8d40,05764b92e350,54,45-54,Man,North East,Urban,Employed part-time,"£75,000-£99,999",Yes,Yes,1,8-30 days ago,QuickBite,6,5,9,5,7,6,5,5,6,5,7,3,4,11.09,No,,,,Yes,Let customers edit an order for a short time after placing it.,50.7,87.4,185.9,97.3,41.4,72.1
R00688,P100688,Complete,100,2026-07-12T18:01:04+01:00,2026-07-12T18:09:33+01:00,509,Mobile,Chrome,Panel A,dbe6db27df43,9074380f0a2e,31,25-34,Woman,East of England,Urban,Not currently employed,"£75,000-£99,999",Yes,Yes,1,8-30 days ago,Other,5,6,7,5,5,4,5,7,6,5,5,5,6,40.94,No,,,,No,Fewer missing items and clearer substitutions.,27.5,37.3,75.8,139.4,93.6,86.4
R00689,P100689,Complete,100,2026-07-12T00:36:12+01:00,2026-07-12T00:44:19+01:00,487,Desktop,Chrome,Panel B,0ed3e26bf051,452292679a41,37,35-44,Woman,Northern Ireland,Urban,Self-employed,"£35,000-£49,999",Yes,Yes,4-5,Past week,QuickBite,4,4,4,5,5,4,3,4,5,5,4,3,5,22.93,No,,,,No,Make service charges easier to understand before checkout.,55.6,41.7,87.4,144.0,44.0,30.7
R00690,P100690,Complete,100,2026-07-08T16:17:59+01:00,2026-07-08T16:25:14+01:00,435,Mobile,Edge,Panel A,d32fd0e1db2f,7d6a5583c312,40,35-44,Woman,South West,Suburban,Retired,"£20,000-£34,999",No,Yes,1,8-30 days ago,FoodGo,5,5,8,4,6,4,4,6,7,5,5,3,5,37.16,No,,,,No,Fewer missing items and clearer substitutions.,30.2,56.8,81.5,90.5,86.2,35.7
R00691,P100691,Complete,100,2026-07-10T20:00:36+01:00,2026-07-10T20:09:01+01:00,505,Mobile,Firefox,Panel C,1caba37c25c5,84d16ea3ac04,37,35-44,Man,London,Urban,Student,"£100,000+",Yes,Yes,2-3,Past week,FoodGo,6,6,5,5,4,6,6,6,6,5,6,3,5,31.26,No,,,,Yes,Lower prices overall.,30.0,30.2,118.9,164.1,57.3,76.4
R00692,P100692,Complete,100,2026-07-20T10:46:35+01:00,2026-07-20T10:55:21+01:00,526,Mobile,Chrome,Panel A,c30aaa74d21b,2ce4232640d8,49,45-54,Man,East of England,Urban,Employed full-time,"£35,000-£49,999",Yes,Yes,2-3,Past week,MealDash,4,5,5,5,4,4,2,5,4,4,5,3,4,38.94,Yes,Driver or handoff issue,No,,Yes,"Better offers for existing customers, not just new users.",38.3,77.2,145.5,51.2,73.1,84.7
R00693,P100693,Complete,100,2026-07-09T09:58:47+01:00,2026-07-09T10:08:39+01:00,592,Mobile,Firefox,Panel A,6948e91dc2ab,c165b0a108da,43,35-44,Man,West Midlands,Rural,Not currently employed,"£20,000-£34,999",Yes,Yes,2-3,More than 3 months ago,MealDash,5,6,7,5,6,5,4,5,4,3,5,3,5,69.03,Yes,Late delivery,No,,No,More environmentally friendly packaging options.,76.5,42.2,94.5,162.7,67.5,112.4
R00694,P100694,Complete,100,2026-07-07T09:33:02+01:00,2026-07-07T09:42:39+01:00,577,Mobile,Chrome,Panel C,b2f7be8ebcf5,3c615ec00934,29,25-34,Man,West Midlands,Urban,Employed full-time,Prefer not to say,Yes,Yes,2-3,Past week,Restaurant direct,5,6,7,6,5,7,6,6,6,6,7,3,6,23.15,No,,,,No,Let customers edit an order for a short time after placing it.,35.5,79.3,94.9,112.0,74.3,116.2
R00695,P100695,Complete,100,2026-07-17T00:28:53+01:00,2026-07-17T00:38:14+01:00,561,Mobile,Chrome,Panel C,be8dbdf10ca9,52f8e3652eb6,58,55-64,Woman,North West,Rural,Self-employed,"£50,000-£74,999",No,Yes,2-3,8-30 days ago,FoodGo,5,6,4,3,5,5,4,6,5,4,6,3,3,36.37,No,,,,No,"Lower delivery fees, especially on smaller orders.",52.5,68.2,107.4,105.0,97.2,77.7
R00696,P100696,Complete,100,2026-07-16T19:48:08+01:00,2026-07-16T19:56:22+01:00,494,Mobile,Safari,Panel A,f7ae236b8298,99ee7c3cf2b3,38,35-44,Man,London,Rural,Employed full-time,"£50,000-£74,999",No,Yes,0,8-30 days ago,QuickBite,6,6,9,7,5,6,4,4,6,5,7,3,4,21.51,No,,,,No,blah blah,60.4,118.8,75.9,120.5,47.6,24.1
R00697,P100697,Complete,100,2026-07-20T14:01:37+01:00,2026-07-20T14:12:42+01:00,665,Mobile,Chrome,Panel C,b6741f7ada8b,093209756a54,64,55-64,Woman,West Midlands,Urban,Employed full-time,"£20,000-£34,999",Yes,Yes,2-3,Past week,MealDash,4,6,4,4,4,5,4,3,4,5,4,3,4,22.86,No,,,,No,Make service charges easier to understand before checkout.,33.8,93.5,113.5,212.9,51.6,91.4
R00698,P100698,Complete,100,2026-07-19T00:55:32+01:00,2026-07-19T00:57:16+01:00,104,Desktop,Firefox,Panel C,ad0a82231707,2b0d368f1338,51,45-54,Man,East Midlands,Suburban,Employed full-time,"£35,000-£49,999",Yes,Yes,1,8-30 days ago,FoodGo,6,6,7,6,5,5,6,6,6,4,7,3,6,52.21,No,,,,Yes,Reduce minimum order values.,36.7,17.5,3,3.9,3.2,28.9
R00699,P100699,Complete,100,2026-07-08T04:50:01+01:00,2026-07-08T04:58:07+01:00,486,Mobile,Chrome,Panel C,868268ab3a16,af318fc9ff31,27,25-34,Woman,South West,Urban,Not currently employed,"£20,000-£34,999",No,Yes,1,Past week,MealDash,5,5,4,4,4,6,5,6,6,7,5,3,3,22.67,No,,,,Yes,Reduce minimum order values.,31.7,92.4,67.0,74.0,83.7,58.9
R00700,P100700,Complete,100,2026-07-13T00:30:44+01:00,2026-07-13T00:40:14+01:00,570,Mobile,Chrome,Panel A,3e3ada9f212e,4ece07c971a7,51,45-54,Man,East Midlands,Urban,Employed full-time,"Under £20,000",No,Yes,1,8-30 days ago,Other,5,5,8,5,3,5,2,6,6,6,4,3,4,17.65,No,,,,Yes,Improve food temperature on longer deliveries.,41.5,47.7,90.8,142.6,116.8,60.5
R00701,P100701,Complete,100,2026-07-06T20:37:16+01:00,2026-07-06T20:46:18+01:00,542,Mobile,Chrome,Panel B,1589ee1fd07e,1bb30379ee0f,72,65-74,Man,West Midlands,Urban,Employed full-time,Prefer not to say,No,Yes,4-5,Past week,MealDash,6,7,6,6,7,6,6,7,6,6,5,3,6,22.89,No,,,,Yes,"Better offers for existing customers, not just new users.",53.4,93.7,118.6,122.6,49.5,28.3
