response_id,injected_profile,injected_issues,issue_count,expected_high_quality_complete,notes
R00789,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00790,multi_issue,straightliner; attention_fail,2,No,
R00791,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00792,low_quality_open,low_quality_open_text,1,No,
R00793,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00794,inconsistent,logical_inconsistency,1,No,
R00795,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00796,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00797,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00798,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00799,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00800,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00801,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00802,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00803,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00804,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00805,straightliner,straightliner,1,No,
R00806,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00807,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00808,straightliner,straightliner,1,No,
R00809,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00810,speeder,speeder,1,No,
R00811,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00812,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00813,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00814,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00815,duplicate,duplicate_like_submission,1,No,Copied substantive answers from R00670 and reused IP/fingerprint.
R00816,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00817,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00818,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00819,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00820,duplicate,duplicate_like_submission,1,No,Copied substantive answers from R00279 and reused IP/fingerprint.
R00821,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00822,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00823,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00824,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00825,low_quality_open,low_quality_open_text,1,No,
R00826,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00827,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00828,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00829,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00830,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00831,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00832,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00833,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00834,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00835,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00836,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00837,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00838,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00839,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00840,speeder,speeder,1,No,
R00841,straightliner,straightliner,1,No,
R00842,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00843,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00844,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00845,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00846,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00847,attention_fail,attention_fail,1,No,
R00848,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00849,speeder,speeder,1,No,
R00850,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00851,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00852,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00853,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00854,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00855,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00856,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00857,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00858,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00859,duplicate,duplicate_like_submission,1,No,Copied substantive answers from R00285 and reused IP/fingerprint.
R00860,inconsistent,logical_inconsistency,1,No,
R00861,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00862,straightliner,straightliner,1,No,
R00863,low_quality_open,low_quality_open_text,1,No,
R00864,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00865,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00866,duplicate,duplicate_like_submission,1,No,Copied substantive answers from R00899 and reused IP/fingerprint.
R00867,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00868,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00869,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00870,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00871,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00872,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00873,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00874,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00875,attention_fail,attention_fail,1,No,
R00876,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00877,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00878,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00879,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00880,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00881,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00882,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00883,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00884,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00885,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00886,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00887,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00888,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00889,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00890,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00891,inconsistent,logical_inconsistency,1,No,
R00892,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00893,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00894,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00895,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00896,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00897,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00898,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00899,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00900,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00901,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00902,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00903,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00904,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00905,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00906,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00907,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00908,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00909,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00910,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00911,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00912,duplicate,duplicate_like_submission,1,No,Copied substantive answers from R00801 and reused IP/fingerprint.
R00913,straightliner,straightliner,1,No,
R00914,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00915,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00916,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00917,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00918,attention_fail,attention_fail,1,No,
R00919,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00920,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00921,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00922,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00923,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00924,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00925,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00926,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00927,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00928,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00929,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00930,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00931,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00932,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00933,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00934,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00935,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00936,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00937,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00938,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00939,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00940,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00941,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00942,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00943,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00944,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00945,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00946,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00947,speeder,speeder,1,No,
R00948,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00949,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00950,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00951,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00952,speeder,speeder,1,No,
R00953,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00954,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00955,low_quality_open,low_quality_open_text,1,No,
R00956,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00957,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00958,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00959,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00960,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00961,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00962,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00963,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00964,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00965,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00966,inconsistent,logical_inconsistency,1,No,
R00967,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00968,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00969,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00970,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00971,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00972,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00973,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00974,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00975,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00976,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00977,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00978,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00979,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00980,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00981,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00982,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00983,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00984,speeder,speeder,1,No,
R00985,multi_issue,speeder; attention_fail,2,No,
R00986,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00987,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00988,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00989,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00990,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00991,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00992,duplicate,duplicate_like_submission,1,No,Copied substantive answers from R00495 and reused IP/fingerprint.
R00993,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00994,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00995,straightliner,straightliner,1,No,
R00996,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00997,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00998,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00999,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01000,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01001,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01002,straightliner,straightliner,1,No,
R01003,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01004,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01005,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01006,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01007,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01008,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01009,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01010,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01011,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01012,low_quality_open,low_quality_open_text,1,No,
R01013,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01014,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01015,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01016,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01017,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01018,inconsistent,logical_inconsistency,1,No,
R01019,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01020,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01021,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01022,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01023,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01024,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01025,attention_fail,attention_fail,1,No,
R01026,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01027,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01028,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01029,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01030,inconsistent,logical_inconsistency,1,No,
R01031,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01032,speeder,speeder,1,No,
R01033,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01034,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01035,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01036,attention_fail,attention_fail,1,No,
R01037,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01038,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01039,attention_fail,attention_fail,1,No,
R01040,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01041,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01042,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01043,speeder,speeder,1,No,
R01044,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01045,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01046,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01047,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01048,speeder,speeder,1,No,
R01049,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01050,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01051,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01052,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01053,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01054,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01055,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01056,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01057,attention_fail,attention_fail,1,No,
R01058,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01059,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01060,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01061,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01062,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01063,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01064,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01065,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01066,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01067,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01068,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01069,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01070,attention_fail,attention_fail,1,No,
R01071,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01072,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01073,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01074,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01075,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01076,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01077,speeder,speeder,1,No,
R01078,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01079,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01080,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01081,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01082,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01083,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01084,straightliner,straightliner,1,No,
R01085,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01086,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01087,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01088,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01089,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01090,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01091,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01092,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01093,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01094,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01095,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01096,duplicate,duplicate_like_submission,1,No,Copied substantive answers from R01128 and reused IP/fingerprint.
R01097,speeder,speeder,1,No,
R01098,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01099,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01100,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01101,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01102,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01103,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01104,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01105,inconsistent,logical_inconsistency,1,No,
R01106,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01107,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01108,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01109,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01110,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01111,multi_issue,attention_fail; low_quality_open_text,2,No,
R01112,speeder,speeder,1,No,
R01113,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01114,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01115,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01116,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01117,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01118,attention_fail,attention_fail,1,No,
R01119,speeder,speeder,1,No,
R01120,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01121,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01122,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01123,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01124,straightliner,straightliner,1,No,
R01125,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01126,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01127,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01128,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01129,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01130,low_quality_open,low_quality_open_text,1,No,
R01131,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01132,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01133,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01134,inconsistent,logical_inconsistency,1,No,
R01135,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01136,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01137,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01138,inconsistent,logical_inconsistency,1,No,
R01139,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01140,attention_fail,attention_fail,1,No,
R01141,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01142,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01143,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01144,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01145,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01146,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01147,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01148,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01149,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01150,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01151,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01152,inconsistent,logical_inconsistency,1,No,
R01153,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01154,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01155,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01156,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01157,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01158,attention_fail,attention_fail,1,No,
R01159,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01160,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01161,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01162,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01163,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01164,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01165,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01166,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01167,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01168,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01169,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01170,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01171,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01172,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01173,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01174,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01175,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01176,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
