response_id,flag_partial,flag_speeder,flag_straightliner,flag_attention_fail,flag_invalid_value,flag_logic_error,flag_duplicate_like,flag_low_quality_open_text,total_flags,qc_flagged,behavioural_flag_count,recommended_exclude,recommended_review
R00923,False,False,False,False,False,False,False,False,0,False,0,False,False
R00924,False,False,False,False,False,False,False,False,0,False,0,False,False
R00925,False,False,False,False,False,False,False,False,0,False,0,False,False
R00926,False,False,False,False,False,False,False,False,0,False,0,False,False
R00927,False,False,False,False,False,False,False,False,0,False,0,False,False
R00928,False,False,False,False,False,False,False,False,0,False,0,False,False
R00929,False,False,False,False,False,False,False,False,0,False,0,False,False
R00930,False,False,False,False,False,False,False,False,0,False,0,False,False
R00931,False,False,False,False,False,False,False,False,0,False,0,False,False
R00932,False,False,False,False,False,False,False,False,0,False,0,False,False
R00933,False,False,False,False,False,False,False,False,0,False,0,False,False
R00934,False,False,False,False,False,False,False,False,0,False,0,False,False
R00935,False,False,False,False,False,False,False,False,0,False,0,False,False
R00936,False,False,False,False,False,False,False,False,0,False,0,False,False
R00937,False,False,False,False,False,False,False,False,0,False,0,False,False
R00938,False,False,False,False,False,False,False,False,0,False,0,False,False
R00939,False,False,False,False,False,False,False,False,0,False,0,False,False
R00940,False,False,False,False,False,False,False,False,0,False,0,False,False
R00941,False,False,False,False,False,False,False,False,0,False,0,False,False
R00942,False,False,False,False,False,False,False,False,0,False,0,False,False
R00943,False,False,False,False,False,False,False,False,0,False,0,False,False
R00944,False,False,False,False,False,False,False,False,0,False,0,False,False
R00945,False,False,False,False,False,False,False,False,0,False,0,False,False
R00946,False,False,False,False,False,False,False,False,0,False,0,False,False
R00947,False,True,False,False,False,False,False,False,1,True,1,False,True
R00948,False,False,False,False,False,False,False,False,0,False,0,False,False
R00949,False,False,False,False,False,False,False,False,0,False,0,False,False
R00950,False,False,False,False,False,False,False,False,0,False,0,False,False
R00951,False,False,False,False,False,False,False,False,0,False,0,False,False
R00952,False,True,False,False,False,False,False,False,1,True,1,False,True
R00953,False,False,True,False,False,False,False,False,1,True,1,False,True
R00954,False,False,False,False,False,False,False,False,0,False,0,False,False
R00955,False,False,False,False,False,False,False,True,1,True,1,False,True
R00956,False,False,False,False,False,False,False,False,0,False,0,False,False
R00957,False,False,False,False,False,False,False,False,0,False,0,False,False
R00958,False,False,False,False,False,False,False,False,0,False,0,False,False
R00959,False,False,False,False,False,False,False,False,0,False,0,False,False
R00960,False,False,False,False,False,False,False,False,0,False,0,False,False
R00961,False,False,False,False,False,False,False,False,0,False,0,False,False
R00962,False,False,False,False,False,False,False,False,0,False,0,False,False
R00963,False,False,False,False,False,False,False,False,0,False,0,False,False
R00964,False,False,False,False,False,False,False,False,0,False,0,False,False
R00965,False,False,False,False,False,False,False,False,0,False,0,False,False
R00966,False,False,False,False,False,True,False,False,1,True,1,False,True
R00967,False,False,False,False,False,False,False,False,0,False,0,False,False
R00968,False,False,False,False,False,False,False,False,0,False,0,False,False
R00969,False,False,False,False,False,False,False,False,0,False,0,False,False
R00970,False,False,False,False,False,False,False,False,0,False,0,False,False
R00971,False,False,False,False,False,False,False,False,0,False,0,False,False
R00972,False,False,False,False,False,False,False,False,0,False,0,False,False
R00973,False,False,False,False,False,False,False,False,0,False,0,False,False
R00974,False,False,False,False,False,False,False,False,0,False,0,False,False
R00975,False,False,False,False,False,False,False,False,0,False,0,False,False
R00976,False,False,False,False,False,False,False,False,0,False,0,False,False
R00977,False,False,False,False,False,False,False,False,0,False,0,False,False
R00978,False,False,False,False,False,False,False,False,0,False,0,False,False
R00979,False,False,False,False,False,False,False,False,0,False,0,False,False
R00980,False,False,False,False,False,False,False,False,0,False,0,False,False
R00981,False,False,False,False,False,False,False,False,0,False,0,False,False
R00982,False,False,False,False,False,False,False,False,0,False,0,False,False
R00983,False,False,False,False,False,False,False,False,0,False,0,False,False
R00984,False,True,False,False,False,False,False,False,1,True,1,False,True
R00985,False,True,False,True,False,False,False,False,2,True,2,True,False
R00986,False,False,False,False,False,False,False,False,0,False,0,False,False
R00987,False,False,False,False,False,False,False,False,0,False,0,False,False
R00988,False,False,False,False,False,False,False,False,0,False,0,False,False
R00989,False,False,False,False,False,False,False,False,0,False,0,False,False
R00990,False,False,False,False,False,False,False,False,0,False,0,False,False
R00991,False,False,False,False,False,False,False,False,0,False,0,False,False
R00992,False,False,False,False,False,False,True,False,1,True,0,True,False
R00993,False,False,False,False,False,False,False,False,0,False,0,False,False
R00994,False,False,False,False,False,False,False,False,0,False,0,False,False
R00995,False,False,True,False,False,False,False,False,1,True,1,False,True
R00996,False,False,False,False,False,False,False,False,0,False,0,False,False
R00997,False,False,False,False,False,False,False,False,0,False,0,False,False
R00998,False,False,False,False,False,False,False,False,0,False,0,False,False
R00999,False,False,False,False,False,False,False,False,0,False,0,False,False
R01000,False,False,False,False,False,False,False,False,0,False,0,False,False
R01001,False,False,False,False,False,False,False,False,0,False,0,False,False
R01002,False,False,True,False,False,False,False,False,1,True,1,False,True
R01003,False,False,False,False,False,False,False,False,0,False,0,False,False
R01004,False,False,False,False,False,False,False,False,0,False,0,False,False
R01005,False,False,False,False,False,False,False,False,0,False,0,False,False
R01006,False,False,False,False,False,False,False,False,0,False,0,False,False
R01007,False,False,False,False,False,False,False,False,0,False,0,False,False
R01008,False,False,False,False,False,False,False,False,0,False,0,False,False
R01009,False,False,False,False,False,False,False,False,0,False,0,False,False
R01010,False,False,False,False,False,False,False,False,0,False,0,False,False
R01011,False,False,False,False,False,False,False,False,0,False,0,False,False
R01012,False,False,False,False,False,False,False,True,1,True,1,False,True
R01013,False,False,False,False,False,False,False,False,0,False,0,False,False
R01014,False,False,False,False,False,False,False,False,0,False,0,False,False
R01015,False,False,False,False,False,False,False,False,0,False,0,False,False
R01016,False,False,False,False,False,False,False,False,0,False,0,False,False
R01017,False,False,False,False,False,False,False,False,0,False,0,False,False
R01018,False,False,False,False,False,True,False,False,1,True,1,False,True
R01019,False,False,False,False,False,False,False,False,0,False,0,False,False
R01020,False,False,False,False,False,False,False,False,0,False,0,False,False
R01021,False,False,False,False,False,False,False,False,0,False,0,False,False
R01022,False,False,True,False,False,False,False,False,1,True,1,False,True
R01023,False,False,False,False,False,False,False,False,0,False,0,False,False
R01024,False,False,False,False,False,False,False,False,0,False,0,False,False
R01025,False,False,False,True,False,False,False,False,1,True,1,False,True
R01026,False,False,False,False,False,False,False,False,0,False,0,False,False
R01027,False,False,False,False,False,False,False,False,0,False,0,False,False
R01028,False,False,False,False,False,False,False,False,0,False,0,False,False
R01029,False,False,False,False,False,False,False,False,0,False,0,False,False
R01030,False,False,False,False,False,True,False,False,1,True,1,False,True
R01031,False,False,False,False,False,False,False,False,0,False,0,False,False
R01032,False,True,False,False,False,False,False,False,1,True,1,False,True
R01033,False,False,False,False,False,False,False,False,0,False,0,False,False
R01034,False,False,False,False,False,False,False,False,0,False,0,False,False
R01035,False,False,False,False,False,False,False,False,0,False,0,False,False
R01036,False,False,False,True,False,False,False,False,1,True,1,False,True
R01037,False,False,False,False,False,False,False,False,0,False,0,False,False
R01038,False,False,False,False,False,False,False,False,0,False,0,False,False
R01039,False,False,False,True,False,False,False,False,1,True,1,False,True
R01040,False,False,False,False,False,False,False,False,0,False,0,False,False
R01041,False,False,False,False,False,False,False,False,0,False,0,False,False
R01042,False,False,False,False,False,False,False,False,0,False,0,False,False
R01043,False,True,False,False,False,False,False,False,1,True,1,False,True
R01044,False,False,False,False,False,False,False,False,0,False,0,False,False
R01045,False,False,False,False,False,False,False,False,0,False,0,False,False
R01046,False,False,False,False,False,False,False,False,0,False,0,False,False
R01047,False,False,False,False,False,False,False,False,0,False,0,False,False
R01048,False,True,False,False,False,False,False,False,1,True,1,False,True
R01049,False,False,False,False,False,False,False,False,0,False,0,False,False
R01050,False,False,False,False,False,False,False,False,0,False,0,False,False
R01051,False,False,False,False,False,False,False,False,0,False,0,False,False
R01052,False,False,False,False,False,False,False,False,0,False,0,False,False
R01053,False,False,False,False,False,False,False,False,0,False,0,False,False
R01054,False,False,False,False,False,False,False,False,0,False,0,False,False
R01055,False,False,False,False,False,False,False,False,0,False,0,False,False
R01056,False,False,False,False,False,False,False,False,0,False,0,False,False
R01057,False,False,False,True,False,False,False,False,1,True,1,False,True
R01058,False,False,False,False,False,False,False,False,0,False,0,False,False
R01059,False,False,False,False,False,False,False,False,0,False,0,False,False
R01060,False,False,False,False,False,False,False,False,0,False,0,False,False
R01061,False,False,False,False,False,False,False,False,0,False,0,False,False
R01062,False,False,False,False,False,False,False,False,0,False,0,False,False
R01063,False,False,False,False,False,False,False,False,0,False,0,False,False
R01064,False,False,False,False,False,False,False,False,0,False,0,False,False
R01065,False,False,False,False,False,False,False,False,0,False,0,False,False
R01066,False,False,False,False,False,False,False,False,0,False,0,False,False
R01067,False,False,False,False,False,False,False,False,0,False,0,False,False
R01068,False,False,False,False,False,False,False,False,0,False,0,False,False
R01069,False,False,False,False,False,False,False,False,0,False,0,False,False
R01070,False,False,False,True,False,False,False,False,1,True,1,False,True
R01071,False,False,False,False,False,False,False,False,0,False,0,False,False
R01072,False,False,False,False,False,False,False,False,0,False,0,False,False
R01073,False,False,False,False,False,False,False,False,0,False,0,False,False
R01074,False,False,False,False,False,False,False,False,0,False,0,False,False
R01075,False,False,False,False,False,False,False,False,0,False,0,False,False
R01076,False,False,False,False,False,False,False,False,0,False,0,False,False
R01077,False,True,False,False,False,False,False,False,1,True,1,False,True
R01078,False,False,False,False,False,False,False,False,0,False,0,False,False
R01079,False,False,False,False,False,False,False,False,0,False,0,False,False
R01080,False,False,False,False,False,False,False,False,0,False,0,False,False
R01081,False,False,False,False,False,False,False,False,0,False,0,False,False
R01082,False,False,False,False,False,False,False,False,0,False,0,False,False
R01083,False,False,False,False,False,False,False,False,0,False,0,False,False
R01084,False,False,True,False,False,False,False,False,1,True,1,False,True
R01085,False,False,False,False,False,False,False,False,0,False,0,False,False
R01086,False,False,False,False,False,False,False,False,0,False,0,False,False
R01087,False,False,False,False,False,False,False,False,0,False,0,False,False
R01088,False,False,False,False,False,False,False,False,0,False,0,False,False
R01089,False,False,False,False,False,False,False,False,0,False,0,False,False
R01090,False,False,False,False,False,False,False,False,0,False,0,False,False
R01091,False,False,False,False,False,False,False,False,0,False,0,False,False
R01092,False,False,False,False,False,False,False,False,0,False,0,False,False
R01093,False,False,False,False,False,False,False,False,0,False,0,False,False
R01094,False,False,False,False,False,False,False,False,0,False,0,False,False
R01095,False,False,False,False,False,False,False,False,0,False,0,False,False
R01096,False,False,False,False,False,False,True,False,1,True,0,True,False
R01097,False,True,False,False,False,False,False,False,1,True,1,False,True
R01098,False,False,False,False,False,False,False,False,0,False,0,False,False
R01099,False,False,False,False,False,False,False,False,0,False,0,False,False
R01100,False,False,False,False,False,False,False,False,0,False,0,False,False
R01101,False,False,False,False,False,False,False,False,0,False,0,False,False
R01102,False,False,False,False,False,False,False,False,0,False,0,False,False
R01103,False,False,False,False,False,False,False,False,0,False,0,False,False
R01104,False,False,False,False,False,False,False,False,0,False,0,False,False
R01105,False,False,False,False,False,True,False,False,1,True,1,False,True
R01106,False,False,False,False,False,False,False,False,0,False,0,False,False
R01107,False,False,False,False,False,False,False,False,0,False,0,False,False
R01108,False,False,False,False,False,False,False,False,0,False,0,False,False
R01109,False,False,False,False,False,False,False,False,0,False,0,False,False
R01110,False,False,False,False,False,False,False,False,0,False,0,False,False
R01111,False,False,False,True,False,False,False,True,2,True,2,True,False
R01112,False,True,False,False,False,False,False,False,1,True,1,False,True
R01113,False,False,False,False,False,False,False,False,0,False,0,False,False
R01114,False,False,False,False,False,False,False,False,0,False,0,False,False
R01115,False,False,False,False,False,False,False,False,0,False,0,False,False
R01116,False,False,False,False,False,False,False,False,0,False,0,False,False
R01117,False,False,False,False,False,False,False,False,0,False,0,False,False
R01118,False,False,False,True,False,False,False,False,1,True,1,False,True
R01119,False,True,False,False,False,False,False,False,1,True,1,False,True
R01120,False,False,False,False,False,False,False,False,0,False,0,False,False
R01121,False,False,False,False,False,False,False,False,0,False,0,False,False
R01122,False,False,False,False,False,False,False,False,0,False,0,False,False
R01123,False,False,False,False,False,False,False,False,0,False,0,False,False
R01124,False,False,True,False,False,False,False,False,1,True,1,False,True
R01125,False,False,False,False,False,False,False,False,0,False,0,False,False
R01126,False,False,False,False,False,False,False,False,0,False,0,False,False
R01127,False,False,False,False,False,False,False,False,0,False,0,False,False
R01128,False,False,False,False,False,False,False,False,0,False,0,False,False
R01129,False,False,False,False,False,False,False,False,0,False,0,False,False
R01130,False,False,False,False,False,False,False,True,1,True,1,False,True
R01131,False,False,False,False,False,False,False,False,0,False,0,False,False
R01132,False,False,False,False,False,False,False,False,0,False,0,False,False
R01133,False,False,False,False,False,False,False,False,0,False,0,False,False
R01134,False,False,False,False,False,True,False,False,1,True,1,False,True
R01135,False,False,False,False,False,False,False,False,0,False,0,False,False
R01136,False,False,False,False,False,False,False,False,0,False,0,False,False
R01137,False,False,False,False,False,False,False,False,0,False,0,False,False
R01138,False,False,False,False,False,True,False,False,1,True,1,False,True
R01139,False,False,False,False,False,False,False,False,0,False,0,False,False
R01140,False,False,False,True,False,False,False,False,1,True,1,False,True
R01141,False,False,False,False,False,False,False,False,0,False,0,False,False
R01142,False,False,False,False,False,False,False,False,0,False,0,False,False
R01143,False,False,False,False,False,False,False,False,0,False,0,False,False
R01144,False,False,False,False,False,False,False,False,0,False,0,False,False
R01145,False,False,False,False,False,False,False,False,0,False,0,False,False
R01146,False,False,False,False,False,False,False,False,0,False,0,False,False
R01147,False,False,False,False,False,False,False,False,0,False,0,False,False
R01148,False,False,False,False,False,False,False,False,0,False,0,False,False
R01149,False,False,False,False,False,False,False,False,0,False,0,False,False
R01150,False,False,False,False,False,False,False,False,0,False,0,False,False
R01151,False,False,False,False,False,False,False,False,0,False,0,False,False
R01152,False,False,False,False,False,True,False,False,1,True,1,False,True
R01153,False,False,False,False,False,False,False,False,0,False,0,False,False
R01154,False,False,False,False,False,False,False,False,0,False,0,False,False
R01155,False,False,False,False,False,False,False,False,0,False,0,False,False
R01156,False,False,False,False,False,False,False,False,0,False,0,False,False
R01157,False,False,False,False,False,False,False,False,0,False,0,False,False
R01158,False,False,False,True,False,False,False,False,1,True,1,False,True
R01159,False,False,False,False,False,False,False,False,0,False,0,False,False
R01160,False,False,False,False,False,False,False,False,0,False,0,False,False
R01161,False,False,False,False,False,False,False,False,0,False,0,False,False
R01162,False,False,False,False,False,False,False,False,0,False,0,False,False
R01163,False,False,False,False,False,False,False,False,0,False,0,False,False
R01164,False,False,False,False,False,False,False,False,0,False,0,False,False
R01165,False,False,False,False,False,False,False,False,0,False,0,False,False
R01166,False,False,False,False,False,False,False,False,0,False,0,False,False
R01167,False,False,False,False,False,False,False,False,0,False,0,False,False
R01168,False,False,False,False,False,False,False,False,0,False,0,False,False
R01169,False,False,False,False,False,False,False,False,0,False,0,False,False
R01170,False,False,False,False,False,False,False,False,0,False,0,False,False
R01171,False,False,False,False,False,False,False,False,0,False,0,False,False
R01172,False,False,False,False,False,False,False,False,0,False,0,False,False
R01173,False,False,False,False,False,False,False,False,0,False,0,False,False
R01174,False,False,False,False,False,False,False,False,0,False,0,False,False
R01175,False,False,False,False,False,False,False,False,0,False,0,False,False
R01176,False,False,False,False,False,False,False,False,0,False,0,False,False
R01177,False,False,False,False,False,False,False,False,0,False,0,False,False
R01178,False,False,False,False,False,False,False,False,0,False,0,False,False
R01179,False,False,False,False,False,False,False,True,1,True,1,False,True
R01180,False,False,False,False,False,False,False,False,0,False,0,False,False
R01181,False,False,False,False,False,False,False,False,0,False,0,False,False
R01182,False,False,False,False,False,False,False,False,0,False,0,False,False
R01183,False,False,True,False,False,False,False,False,1,True,1,False,True
R01184,False,False,False,False,False,False,False,False,0,False,0,False,False
R01185,False,False,False,False,False,False,False,False,0,False,0,False,False
R01186,False,False,False,False,False,False,False,False,0,False,0,False,False
R01187,False,False,True,False,False,False,False,False,1,True,1,False,True
R01188,False,False,False,False,False,False,False,False,0,False,0,False,False
R01189,False,False,False,False,False,False,False,False,0,False,0,False,False
R01190,False,False,False,False,False,False,False,False,0,False,0,False,False
R01191,False,False,False,False,False,False,False,False,0,False,0,False,False
R01192,False,False,False,False,False,False,False,False,0,False,0,False,False
R01193,False,False,False,False,False,False,False,False,0,False,0,False,False
R01194,False,False,False,False,False,False,False,False,0,False,0,False,False
R01195,False,False,False,False,False,False,False,False,0,False,0,False,False
R01196,False,False,False,False,False,False,False,False,0,False,0,False,False
R01197,False,False,False,False,False,False,False,False,0,False,0,False,False
R01198,False,False,False,False,False,False,False,False,0,False,0,False,False
R01199,False,False,False,False,False,False,False,False,0,False,0,False,False
R01200,False,False,False,False,False,False,False,False,0,False,0,False,False
R01201,True,False,False,False,False,False,False,False,1,True,0,True,False
R01202,True,False,False,False,False,False,False,False,1,True,0,True,False
R01203,True,False,False,False,False,False,False,False,1,True,0,True,False
R01204,True,False,False,False,False,False,False,False,1,True,0,True,False
R01205,True,False,False,False,False,False,False,False,1,True,0,True,False
R01206,True,False,False,False,False,False,False,False,1,True,0,True,False
R01207,True,False,False,False,False,False,False,False,1,True,0,True,False
R01208,True,False,False,False,False,False,False,False,1,True,0,True,False
R01209,True,False,False,False,False,False,False,False,1,True,0,True,False
R01210,True,False,False,False,False,False,False,False,1,True,0,True,False
R01211,True,False,False,False,False,False,False,False,1,True,0,True,False
R01212,True,False,False,False,False,False,False,False,1,True,0,True,False
R01213,True,False,False,False,False,False,False,False,1,True,0,True,False
R01214,True,False,False,False,False,True,False,False,2,True,1,True,False
R01215,True,False,False,False,False,False,False,False,1,True,0,True,False
R01216,True,False,False,False,False,False,False,False,1,True,0,True,False
R01217,True,False,False,False,False,False,False,False,1,True,0,True,False
R01218,True,False,False,False,False,False,False,False,1,True,0,True,False
R01219,True,False,False,False,False,False,False,False,1,True,0,True,False
R01220,True,False,False,False,False,False,False,False,1,True,0,True,False
R01221,True,False,False,False,False,False,False,False,1,True,0,True,False
R01222,True,False,False,False,False,False,False,False,1,True,0,True,False
R01223,True,False,False,False,False,False,False,False,1,True,0,True,False
R01224,True,False,False,False,False,False,False,False,1,True,0,True,False
R01225,True,False,False,False,False,False,False,False,1,True,0,True,False
R01226,True,False,False,False,False,False,False,False,1,True,0,True,False
R01227,True,False,False,False,False,False,False,False,1,True,0,True,False
R01228,True,False,False,False,False,False,False,False,1,True,0,True,False
R01229,True,False,False,False,False,False,False,False,1,True,0,True,False
R01230,True,False,False,False,False,False,False,False,1,True,0,True,False
R01231,True,False,False,False,False,False,False,False,1,True,0,True,False
R01232,True,False,False,False,False,False,False,False,1,True,0,True,False
R01233,True,False,False,False,False,False,False,False,1,True,0,True,False
R01234,True,False,False,False,False,False,False,False,1,True,0,True,False
R01235,True,False,False,False,False,False,False,False,1,True,0,True,False
R01236,True,False,False,False,False,False,False,False,1,True,0,True,False
R01237,True,False,False,False,False,True,False,False,2,True,1,True,False
R01238,True,False,False,False,False,False,False,False,1,True,0,True,False
R01239,True,False,False,False,False,False,False,False,1,True,0,True,False
R01240,True,False,False,False,False,False,False,False,1,True,0,True,False
R01241,True,False,False,False,False,False,False,False,1,True,0,True,False
R01242,True,False,False,False,False,False,False,False,1,True,0,True,False
R01243,True,False,False,False,False,False,False,False,1,True,0,True,False
R01244,True,False,False,False,False,False,False,False,1,True,0,True,False
R01245,True,False,False,False,False,False,False,False,1,True,0,True,False
R01246,True,False,False,False,False,False,False,False,1,True,0,True,False
R01247,True,False,False,False,False,False,False,False,1,True,0,True,False
R01248,True,False,False,False,False,False,False,False,1,True,0,True,False
R01249,True,False,False,False,False,False,False,False,1,True,0,True,False
R01250,True,False,False,False,False,False,False,False,1,True,0,True,False
